worker_id,worker_name,role_name,work_type,gross_salary,pension_deduct,health_deduct,other_deductions,working_days,days_present,days_absent,days_present_ratio,checkin_time_std_dev,gps_boundary_score,device_shared_count,impossible_travel_count,peer_checkin_correlation,bank_change_velocity,completeness_score,deduction_ratio,login_to_checkin_gap,device_id,bank_account,verdict_label,is_ghost
W00417,Kemi Balogun,Operations Manager,ONSITE,450000,9010.0,5439.54,5350.46,22,12,10,0.545,10.489,0.467,2,0,0.815,0.55,0.275,0.044,84.788,DEV-18572,8076642193,SUSPICIOUS,0
W00147,Ifeoma Okafor,HR Officer,HYBRID,250000,2568.26,988.76,1192.98,22,4,18,0.182,3.919,0.441,2,2,0.795,1.346,0.213,0.019,101.306,DEV-64330,4375023984,FLAGGED,1
W00393,Efe Abubakar,Cleaner,ONSITE,90000,4391.71,1074.83,2993.46,22,19,3,0.864,16.462,0.168,1,0,0.306,0.0,0.829,0.094,21.097,DEV-64362,2343687086,VERIFIED,0
W00148,Ngozi Abubakar,HR Officer,HYBRID,250000,24774.17,10832.47,1643.36,22,14,8,0.636,16.802,0.075,1,0,0.355,0.176,0.849,0.149,30.009,DEV-71383,0070013140,VERIFIED,0
W00448,Temitope Nwosu,Cleaner,ONSITE,90000,5032.15,2938.8,579.05,22,20,2,0.909,18.517,0.06,0,0,0.528,0.353,0.944,0.095,11.831,DEV-48506,4024268095,VERIFIED,0
W00288,Ifeoma Adebayo,Customer Support,REMOTE,180000,9832.44,3377.21,5510.35,22,13,9,0.591,19.793,0.062,2,0,0.434,0.138,0.732,0.104,27.618,DEV-18572,4046117316,VERIFIED,0
W00124,Tunde Nwosu,HR Officer,HYBRID,250000,10465.03,2175.57,4609.4,22,4,18,0.182,7.222,0.339,1,2,0.906,0.372,0.395,0.069,35.363,DEV-76531,0640111649,SUSPICIOUS,0
W00369,Tunde Usman,HR Officer,HYBRID,250000,10491.8,3549.51,2458.69,22,14,8,0.636,21.581,0.182,2,0,0.458,0.161,1.0,0.066,36.719,DEV-45625,8685655287,VERIFIED,0
W00097,Kemi Balogun,IT Admin,HYBRID,300000,5734.11,2671.58,0.0,22,9,13,0.409,9.184,0.486,3,0,0.732,0.466,0.525,0.028,56.432,DEV-64330,3974547018,SUSPICIOUS,0
W00144,Ngozi Eze,IT Admin,HYBRID,300000,16885.37,7639.75,6074.88,22,18,4,0.818,24.37,0.075,0,0,0.774,0.125,0.971,0.102,2.628,DEV-39303,9684491820,VERIFIED,0
W00240,Sadiq Abubakar,HR Officer,HYBRID,250000,17261.62,10193.12,6045.26,22,12,10,0.545,16.609,0.241,0,0,0.401,0.103,0.839,0.134,13.117,DEV-38151,5216565245,VERIFIED,0
W00443,Efe Ogunleye,Cleaner,ONSITE,90000,5084.56,2764.11,611.33,22,20,2,0.909,10.32,0.064,1,0,0.525,0.201,0.772,0.094,49.912,DEV-23980,2948292483,VERIFIED,0
W00098,Ibrahim Adebayo,Security Officer,ONSITE,120000,7264.76,1732.79,5762.45,22,12,10,0.545,23.228,0.162,0,0,0.453,0.0,0.781,0.123,41.315,DEV-52893,5319182356,VERIFIED,0
W00408,Ifeoma Okonkwo,Cleaner,ONSITE,90000,7973.3,4256.81,279.89,22,22,0,1.0,21.686,0.277,0,0,0.255,0.127,0.9,0.139,30.514,DEV-41936,0022087657,VERIFIED,0
W00123,Ibrahim Nwosu,Customer Support,REMOTE,180000,9268.07,2361.98,4929.95,22,16,6,0.727,11.606,0.258,0,0,0.117,0.086,0.975,0.092,31.065,DEV-17742,0367940543,VERIFIED,0
W00184,Amina Abubakar,Cleaner,ONSITE,90000,3299.09,1526.89,1834.02,22,13,9,0.591,20.779,0.163,1,0,0.587,0.173,1.0,0.074,22.466,DEV-92736,8552708581,VERIFIED,0
W00203,Ifeoma Nwosu,HR Officer,HYBRID,250000,6803.15,3388.95,1557.9,22,14,8,0.636,30.0,0.129,0,0,0.486,0.237,0.901,0.047,34.936,DEV-72633,1135461947,VERIFIED,0
W00247,Ngozi Usman,HR Officer,HYBRID,250000,11133.52,5717.81,5148.67,22,17,5,0.773,8.0,0.0,0,0,0.389,0.273,0.813,0.088,1.0,DEV-16373,6156070217,VERIFIED,0
W00306,Efe Abubakar,HR Officer,HYBRID,250000,8192.15,1687.9,5369.95,22,19,3,0.864,16.484,0.079,2,0,0.456,0.0,0.748,0.061,26.793,DEV-45625,2343401617,VERIFIED,0
W00299,Amina Okafor,Engineer,HYBRID,320000,23651.1,4898.33,7610.57,22,18,4,0.818,17.977,0.123,0,0,0.364,0.041,1.0,0.113,42.349,DEV-96382,7721459027,VERIFIED,0
W00352,Efe Etuk,Cleaner,ONSITE,90000,9786.85,4143.91,1099.24,22,14,8,0.636,22.416,0.209,1,0,0.375,0.195,0.922,0.167,22.856,DEV-90477,8660114886,VERIFIED,0
W00387,Chukwuemeka Adebayo,Cleaner,ONSITE,90000,5024.36,801.91,1913.73,22,18,4,0.818,30.0,0.043,1,0,0.713,0.089,1.0,0.086,47.595,DEV-33251,9886527997,VERIFIED,0
W00396,Chukwuemeka Ogunleye,Customer Support,REMOTE,180000,5434.34,2133.0,1072.66,22,16,6,0.727,17.745,0.082,1,0,0.45,0.147,0.765,0.048,37.658,DEV-91399,1980595817,VERIFIED,0
W00285,Efe Ogunleye,Cleaner,ONSITE,90000,1434.72,734.25,981.03,22,13,9,0.591,7.545,0.1,2,2,0.819,0.465,0.661,0.035,92.897,DEV-38848,7992524408,SUSPICIOUS,0
W00126,Tunde Okafor,Customer Support,REMOTE,180000,2222.0,1192.98,1265.02,22,10,12,0.455,12.0,0.385,3,2,0.826,0.272,0.632,0.026,49.598,DEV-63629,5296589792,SUSPICIOUS,0
W00303,Ngozi Ogunleye,Engineer,HYBRID,320000,6024.89,3822.81,2952.3,22,6,16,0.273,7.328,0.59,3,2,0.937,0.656,0.485,0.04,92.477,DEV-18572,0347672756,SUSPICIOUS,0
W00224,Sadiq Abubakar,IT Admin,HYBRID,300000,0.0,0.0,0.0,22,9,13,0.409,1.608,0.728,2,2,0.859,0.638,0.313,0.0,424.487,DEV-49092,4570203244,FLAGGED,1
W00419,Tunde Nwosu,HR Officer,HYBRID,250000,11822.36,5255.97,1671.67,22,16,6,0.727,30.0,0.076,1,0,0.283,0.032,0.766,0.075,23.51,DEV-83489,6076090228,VERIFIED,0
W00220,Temitope Adebayo,Customer Support,REMOTE,180000,10903.85,3691.64,9164.51,22,12,10,0.545,20.503,0.153,2,0,0.31,0.0,0.765,0.132,31.211,DEV-11885,1706555759,VERIFIED,0
W00130,Amina Ogunleye,Accountant,HYBRID,280000,12295.4,4004.97,3299.63,22,13,9,0.591,14.554,0.045,0,0,0.502,0.162,0.987,0.07,18.619,DEV-30019,0521089475,VERIFIED,0
W00421,Temitope Eze,HR Officer,HYBRID,250000,1742.02,485.79,272.19,22,4,18,0.182,4.39,0.405,2,2,0.884,0.25,0.068,0.01,336.851,DEV-64330,4251128884,FLAGGED,1
W00290,Tunde Adebayo,Customer Support,REMOTE,180000,17278.95,10264.68,6116.37,22,13,9,0.591,11.015,0.146,0,0,0.514,0.301,0.971,0.187,23.282,DEV-49903,3675580029,VERIFIED,0
W00445,Kemi Nwosu,Cleaner,ONSITE,90000,3150.72,1516.04,733.24,22,16,6,0.727,24.683,0.21,1,1,0.171,0.125,0.901,0.06,23.392,DEV-97163,1235206459,VERIFIED,0
W00377,Amina Okafor,Customer Support,REMOTE,180000,10779.24,4663.89,1116.87,22,18,4,0.818,10.279,0.112,1,1,0.05,0.0,0.818,0.092,23.739,DEV-83596,4465444757,VERIFIED,0
W00292,Ngozi Abubakar,HR Officer,HYBRID,250000,9392.33,5913.28,3194.39,22,13,9,0.591,14.022,0.094,1,1,0.216,0.326,0.948,0.074,36.606,DEV-28810,2223625780,VERIFIED,0
W00356,Ngozi Ogunleye,Cleaner,ONSITE,90000,6541.1,3259.47,3969.43,22,19,3,0.864,25.822,0.148,0,0,0.158,0.183,0.979,0.153,20.812,DEV-57535,6732672508,VERIFIED,0
W00295,Ibrahim Okafor,Engineer,HYBRID,320000,11677.64,3866.56,3975.8,22,16,6,0.727,13.958,0.24,0,0,0.298,0.107,0.846,0.061,37.859,DEV-57638,4532058537,VERIFIED,0
W00397,Efe Okonkwo,Operations Manager,ONSITE,450000,20446.55,12601.17,5202.28,22,12,10,0.545,30.0,0.019,0,0,0.244,0.093,0.976,0.085,9.823,DEV-97297,3692470034,VERIFIED,0
W00341,Ibrahim Etuk,HR Officer,HYBRID,250000,12166.92,4146.9,2186.18,22,12,10,0.545,9.042,0.41,1,0,0.79,0.253,0.717,0.074,20.0,DEV-46994,3938634201,SUSPICIOUS,0
W00113,Ibrahim Okonkwo,Security Officer,ONSITE,120000,12750.74,5704.05,2185.21,22,18,4,0.818,14.729,0.007,1,0,0.455,0.297,0.937,0.172,1.0,DEV-38040,8706373477,VERIFIED,0
W00180,Ifeoma Nwosu,IT Admin,HYBRID,300000,20899.05,7071.2,13729.75,22,18,4,0.818,12.177,0.046,1,0,0.224,0.212,1.0,0.139,1.0,DEV-71717,3032295540,VERIFIED,0
W00308,Temitope Etuk,Accountant,HYBRID,280000,7980.8,3991.19,1468.01,22,14,8,0.636,9.318,0.396,3,1,0.955,0.513,0.59,0.048,35.769,DEV-31436,1218528778,SUSPICIOUS,0
W00433,Efe Eze,Engineer,HYBRID,320000,9116.05,5260.25,5783.7,22,15,7,0.682,29.239,0.172,2,0,0.538,0.438,0.816,0.063,27.966,DEV-18572,6563518631,VERIFIED,0
W00488,Efe Eze,Accountant,HYBRID,280000,12378.03,3936.41,1605.56,22,14,8,0.636,13.11,0.071,1,0,0.317,0.146,0.766,0.064,3.011,DEV-31162,6276408753,VERIFIED,0
W00482,Temitope Okonkwo,Security Officer,ONSITE,120000,12126.67,4891.46,1341.87,22,17,5,0.773,11.243,0.218,0,0,0.498,0.041,0.734,0.153,12.121,DEV-89757,7532701257,VERIFIED,0
W00423,Ibrahim Balogun,IT Admin,HYBRID,300000,18494.76,6788.22,12517.02,22,19,3,0.864,8.0,0.263,2,0,0.213,0.45,1.0,0.126,27.902,DEV-99469,2381336353,VERIFIED,0
W00234,Temitope Okonkwo,Engineer,HYBRID,320000,9067.98,2527.51,4724.51,22,9,13,0.409,7.68,0.298,0,2,0.673,0.12,0.491,0.051,159.602,DEV-13560,7078299303,SUSPICIOUS,0
W00312,Ifeoma Etuk,Operations Manager,ONSITE,450000,40968.87,21947.14,5483.99,22,13,9,0.591,9.952,0.239,0,1,0.304,0.139,1.0,0.152,25.442,DEV-98737,2182472912,VERIFIED,0
W00165,Amina Balogun,Accountant,HYBRID,280000,0.0,0.0,0.0,22,4,18,0.182,2.013,0.767,5,1,0.884,1.511,0.0,0.0,186.027,DEV-45625,3329043023,FLAGGED,1
W00137,Kemi Usman,Cleaner,ONSITE,90000,7695.08,1681.32,2953.6,22,15,7,0.682,21.531,0.108,1,1,0.485,0.342,0.958,0.137,26.752,DEV-18846,7803135116,VERIFIED,0
W00198,Ngozi Eze,IT Admin,HYBRID,300000,3890.88,2250.55,758.57,22,3,19,0.136,0.0,0.683,4,0,0.908,1.124,0.457,0.023,45.0,DEV-11885,7749985509,FLAGGED,1
W00259,Ifeoma Okonkwo,Security Officer,ONSITE,120000,6206.59,1992.35,4041.06,22,12,10,0.545,21.901,0.028,2,0,0.432,0.106,0.71,0.102,13.243,DEV-99469,8075817400,VERIFIED,0
W00233,Efe Nwosu,Security Officer,ONSITE,120000,8255.44,3941.18,0.0,22,18,4,0.818,10.446,0.173,1,1,0.05,0.155,0.945,0.1,17.6,DEV-92108,4280054962,VERIFIED,0
W00116,Efe Balogun,IT Admin,HYBRID,300000,8295.44,5361.39,2843.17,22,20,2,0.909,25.987,0.0,0,0,0.641,0.25,0.833,0.055,1.0,DEV-63092,9222081041,VERIFIED,0
W00121,Amina Adebayo,Operations Manager,ONSITE,450000,27414.2,11227.06,18958.74,22,16,6,0.727,23.877,0.161,0,0,0.343,0.076,0.851,0.128,26.593,DEV-70120,7346004465,VERIFIED,0
W00350,Efe Okonkwo,Operations Manager,ONSITE,450000,7550.61,1860.33,3639.06,22,7,15,0.318,3.613,0.467,1,0,0.72,0.12,0.666,0.029,160.937,DEV-70839,1420760477,SUSPICIOUS,0
W00225,Ibrahim Eze,Operations Manager,ONSITE,450000,7679.68,2303.6,2616.72,22,15,7,0.682,30.0,0.015,0,0,0.284,0.063,0.718,0.028,10.065,DEV-54677,1190029293,VERIFIED,0
W00403,Chukwuemeka Nwosu,IT Admin,HYBRID,300000,10469.92,5285.63,744.45,22,16,6,0.727,8.0,0.0,2,1,0.497,0.173,0.618,0.055,40.199,DEV-18572,5017420700,VERIFIED,0
W00398,Ifeoma Adebayo,Operations Manager,ONSITE,450000,33718.62,11338.68,23792.7,22,15,7,0.682,30.0,0.055,1,0,0.294,0.016,0.694,0.153,27.432,DEV-34258,6642579958,VERIFIED,0
W00128,Sadiq Usman,IT Admin,HYBRID,300000,21968.87,5067.46,11363.67,22,16,6,0.727,10.753,0.256,1,1,0.668,0.226,0.798,0.128,19.694,DEV-10772,3160030683,VERIFIED,0
W00286,Ibrahim Nwosu,IT Admin,HYBRID,300000,5508.78,2133.07,1358.15,22,11,11,0.5,8.56,0.654,2,0,0.691,0.258,0.412,0.03,92.802,DEV-18572,4190471420,SUSPICIOUS,0
W00412,Ifeoma Abubakar,Customer Support,REMOTE,180000,7689.5,4165.86,3624.64,22,15,7,0.682,26.678,0.0,2,0,0.442,0.14,0.777,0.086,3.416,DEV-31436,8243888572,VERIFIED,0
W00108,Kemi Ogunleye,Security Officer,ONSITE,120000,12429.65,4547.49,6662.86,22,13,9,0.591,30.0,0.201,0,0,0.304,0.043,0.697,0.197,18.544,DEV-23853,0153129702,VERIFIED,0
W00371,Amina Ogunleye,Operations Manager,ONSITE,450000,44385.24,20164.82,3849.94,22,12,10,0.545,19.566,0.293,1,0,0.444,0.263,0.755,0.152,14.228,DEV-26299,4541401192,VERIFIED,0
W00326,Sadiq Usman,Engineer,HYBRID,320000,14354.25,7341.61,4864.14,22,19,3,0.864,22.621,0.173,0,0,0.244,0.059,0.884,0.083,35.1,DEV-84443,5851949050,VERIFIED,0
W00134,Ifeoma Etuk,Cleaner,ONSITE,90000,5387.58,2271.71,2420.71,22,14,8,0.636,17.976,0.052,0,1,0.363,0.198,0.9,0.112,16.001,DEV-35954,7968947004,VERIFIED,0
W00453,Chukwuemeka Etuk,Cleaner,ONSITE,90000,5508.33,2492.82,3968.85,22,22,0,1.0,28.959,0.194,1,1,0.185,0.207,0.774,0.133,31.663,DEV-93653,9154472860,VERIFIED,0
W00045,Chukwuemeka Balogun,IT Admin,HYBRID,300000,12993.5,2272.17,5434.33,22,12,10,0.545,23.125,0.211,0,0,0.403,0.166,1.0,0.069,1.302,DEV-47809,8026193263,VERIFIED,0
W00461,Efe Usman,HR Officer,HYBRID,250000,12260.45,4379.61,3859.94,22,16,6,0.727,8.0,0.053,0,0,0.27,0.081,0.747,0.082,21.614,DEV-26526,0278081736,VERIFIED,0
W00066,Temitope Eze,IT Admin,HYBRID,300000,10289.21,5449.78,761.01,22,19,3,0.864,19.861,0.28,2,0,0.448,0.0,0.816,0.055,44.258,DEV-63629,7675047424,VERIFIED,0
W00284,Chukwuemeka Etuk,Security Officer,ONSITE,120000,2040.38,1073.85,845.77,22,10,12,0.455,5.358,0.606,1,0,0.787,0.257,0.717,0.033,152.918,DEV-69505,5867393226,SUSPICIOUS,0
W00086,Kemi Abubakar,Security Officer,ONSITE,120000,3477.67,1336.28,2506.05,22,16,6,0.727,29.991,0.144,0,1,0.447,0.191,0.871,0.061,7.462,DEV-13250,9623795284,VERIFIED,0
W00243,Sadiq Nwosu,Security Officer,ONSITE,120000,7154.04,3405.76,480.2,22,18,4,0.818,25.021,0.088,0,0,0.605,0.008,0.957,0.092,27.479,DEV-19179,4586056156,VERIFIED,0
W00187,Ngozi Balogun,Engineer,HYBRID,320000,7947.68,3988.16,1824.16,22,9,13,0.409,6.703,0.466,2,0,0.638,0.736,0.567,0.043,129.508,DEV-11885,3685744146,SUSPICIOUS,0
W00384,Kemi Usman,IT Admin,HYBRID,300000,22552.35,11288.17,3359.48,22,16,6,0.727,12.292,0.075,0,0,0.734,0.0,0.63,0.124,49.903,DEV-82213,1847773523,VERIFIED,0
W00160,Kemi Okafor,Operations Manager,ONSITE,450000,11802.12,4470.41,8927.47,22,19,3,0.864,16.793,0.133,0,0,0.233,0.107,0.85,0.056,21.904,DEV-54093,2528029101,VERIFIED,0
W00013,Chukwuemeka Eze,Accountant,HYBRID,280000,19273.09,7339.32,13707.59,22,14,8,0.636,12.593,0.0,0,0,0.348,0.06,0.875,0.144,36.181,DEV-22923,2951770019,VERIFIED,0
W00036,Sadiq Etuk,Accountant,HYBRID,280000,15958.52,6041.59,8519.89,22,16,6,0.727,10.764,0.0,1,0,0.062,0.109,0.892,0.109,1.0,DEV-52330,9170422037,VERIFIED,0
W00029,Efe Nwosu,Accountant,HYBRID,280000,7126.39,2686.36,2227.25,22,15,7,0.682,8.0,0.098,0,0,0.409,0.117,0.9,0.043,17.729,DEV-61910,3263562284,VERIFIED,0
W00171,Tunde Adebayo,Engineer,HYBRID,320000,3911.4,1316.72,1171.88,22,16,6,0.727,12.654,0.263,0,0,0.673,0.0,0.759,0.02,70.0,DEV-31492,1931326779,VERIFIED,0
W00143,Tunde Etuk,HR Officer,HYBRID,250000,13696.63,3750.93,5552.44,22,15,7,0.682,18.742,0.139,1,0,0.079,0.0,0.757,0.092,17.711,DEV-33125,4877707198,VERIFIED,0
W00399,Temitope Usman,Customer Support,REMOTE,180000,6652.02,1318.72,3189.26,22,15,7,0.682,17.847,0.14,1,1,0.135,0.244,0.774,0.062,29.389,DEV-82179,9624197368,VERIFIED,0
W00343,Ibrahim Eze,Accountant,HYBRID,280000,12763.37,6792.38,4244.25,22,10,12,0.455,8.875,0.211,2,1,0.726,0.596,0.548,0.085,59.085,DEV-18572,9982916580,SUSPICIOUS,0
W00222,Efe Adebayo,Customer Support,REMOTE,180000,5511.9,2437.89,690.21,22,13,9,0.591,21.884,0.0,0,0,0.499,0.211,0.55,0.048,15.105,DEV-41561,2316486294,VERIFIED,0
W00096,Amina Etuk,Engineer,HYBRID,320000,3669.36,924.74,3085.9,22,4,18,0.182,0.762,0.3,4,3,0.853,0.757,0.262,0.024,254.376,DEV-18572,4375023984,FLAGGED,1
W00052,Chukwuemeka Etuk,Customer Support,REMOTE,180000,14784.79,3409.41,3945.8,22,18,4,0.818,30.0,0.0,1,0,0.7,0.135,0.822,0.123,26.539,DEV-51665,1901096656,VERIFIED,0
W00241,Ibrahim Ogunleye,Cleaner,ONSITE,90000,4073.22,947.77,1909.01,22,18,4,0.818,10.097,0.016,1,0,0.414,0.0,0.914,0.077,30.206,DEV-58004,0784789001,VERIFIED,0
W00485,Tunde Adebayo,Operations Manager,ONSITE,450000,13322.4,7754.55,1423.05,22,5,17,0.227,2.809,0.702,2,3,0.942,1.252,0.113,0.05,195.497,DEV-11885,3329043023,FLAGGED,1
W00379,Amina Okafor,IT Admin,HYBRID,300000,15176.35,5448.3,4875.35,22,15,7,0.682,10.709,0.0,0,0,0.419,0.056,0.961,0.085,1.449,DEV-54731,7901295071,VERIFIED,0
W00179,Tunde Eze,Security Officer,ONSITE,120000,8899.05,1992.64,8788.31,22,13,9,0.591,15.381,0.029,0,0,0.678,0.0,0.969,0.164,13.511,DEV-18343,7630619147,VERIFIED,0
W00042,Kemi Eze,Cleaner,ONSITE,90000,3189.22,1338.55,1412.23,22,16,6,0.727,24.366,0.289,0,0,0.415,0.338,0.7,0.066,17.984,DEV-93124,1451279134,VERIFIED,0
W00499,Kemi Etuk,Security Officer,ONSITE,120000,3678.09,1070.29,3171.62,22,16,6,0.727,15.901,0.0,1,0,0.181,0.124,0.599,0.066,36.905,DEV-34472,3145756361,VERIFIED,0
W00422,Sadiq Abubakar,HR Officer,HYBRID,250000,9145.77,6100.77,2253.46,22,10,12,0.455,25.97,0.0,1,0,0.18,0.156,0.871,0.07,23.222,DEV-58519,1823261521,VERIFIED,0
W00207,Efe Eze,Accountant,HYBRID,280000,11668.21,6176.12,5675.67,22,15,7,0.682,20.219,0.067,1,0,0.352,0.0,1.0,0.084,21.013,DEV-99170,7309673706,VERIFIED,0
W00283,Ibrahim Abubakar,Customer Support,REMOTE,180000,12988.58,6780.5,750.92,22,14,8,0.636,20.527,0.227,1,0,0.466,0.226,1.0,0.114,7.613,DEV-48167,2617270561,VERIFIED,0
W00255,Sadiq Adebayo,Accountant,HYBRID,280000,14086.82,8736.56,3496.62,22,18,4,0.818,27.352,0.272,1,0,0.341,0.0,0.76,0.094,18.375,DEV-39224,8302734010,VERIFIED,0
W00413,Chukwuemeka Okafor,Customer Support,REMOTE,180000,2557.41,514.98,1067.61,22,3,19,0.136,2.386,0.503,4,1,0.746,1.001,0.474,0.023,157.166,DEV-99469,8744440030,FLAGGED,1
W00005,Ngozi Abubakar,IT Admin,HYBRID,300000,13343.84,3137.61,9618.55,22,16,6,0.727,29.781,0.0,2,0,0.445,0.127,0.721,0.087,25.872,DEV-31436,3513898300,VERIFIED,0
W00257,Temitope Usman,Customer Support,REMOTE,180000,7953.42,3154.55,1672.03,22,13,9,0.591,11.031,0.644,2,1,0.821,0.454,0.551,0.071,21.816,DEV-18572,3540659099,SUSPICIOUS,0
W00449,Ibrahim Okafor,Accountant,HYBRID,280000,7991.99,3845.67,0.0,22,12,10,0.545,9.496,0.402,1,1,0.777,0.467,0.683,0.041,45.814,DEV-51493,4552267332,SUSPICIOUS,0
W00101,Ibrahim Abubakar,Cleaner,ONSITE,90000,4003.98,919.59,1016.43,22,8,14,0.364,8.808,0.345,1,0,0.755,0.594,0.253,0.066,106.806,DEV-23531,7026722068,SUSPICIOUS,0
W00227,Temitope Balogun,Operations Manager,ONSITE,450000,34912.54,14969.63,14467.83,22,18,4,0.818,19.907,0.141,0,0,0.361,0.041,0.828,0.143,41.761,DEV-20928,3476456005,VERIFIED,0
W00430,Amina Adebayo,Engineer,HYBRID,320000,5674.26,3725.71,3080.03,22,8,14,0.364,5.81,0.484,3,1,0.97,0.741,0.652,0.039,103.518,DEV-18572,7989853324,SUSPICIOUS,0
W00214,Kemi Adebayo,Cleaner,ONSITE,90000,5933.0,2669.7,757.3,22,15,7,0.682,18.492,0.245,2,0,0.508,0.281,0.748,0.104,1.0,DEV-18572,3396267183,VERIFIED,0
W00172,Kemi Etuk,IT Admin,HYBRID,300000,0.0,0.0,0.0,22,9,13,0.409,6.0,0.478,3,2,0.763,0.639,0.426,0.0,125.428,DEV-64330,3329043023,FLAGGED,1
W00099,Sadiq Eze,Accountant,HYBRID,280000,16719.72,5127.86,10072.42,22,15,7,0.682,20.382,0.115,0,1,0.376,0.079,0.729,0.114,32.72,DEV-78260,1375431434,VERIFIED,0
W00293,Efe Okafor,IT Admin,HYBRID,300000,21758.2,9218.44,5323.36,22,13,9,0.591,21.828,0.077,0,0,0.199,0.018,0.862,0.121,45.945,DEV-18888,5648913444,VERIFIED,0
W00216,Kemi Eze,Accountant,HYBRID,280000,0.0,0.0,0.0,22,5,17,0.227,4.658,0.452,2,0,0.724,0.77,0.375,0.0,52.354,DEV-99469,8249553682,SUSPICIOUS,0
W00062,Chukwuemeka Adebayo,Security Officer,ONSITE,120000,5158.92,3275.43,1045.65,22,14,8,0.636,20.179,0.224,2,1,0.491,0.121,0.831,0.079,22.829,DEV-64330,8795409797,VERIFIED,0
W00048,Efe Nwosu,Cleaner,ONSITE,90000,5915.36,1564.26,1790.38,22,13,9,0.591,8.439,0.0,1,0,0.427,0.011,0.898,0.103,12.854,DEV-48965,9182592759,VERIFIED,0
W00033,Amina Abubakar,Customer Support,REMOTE,180000,18192.15,8821.67,0.0,22,12,10,0.545,21.783,0.07,0,0,0.401,0.007,0.964,0.145,9.816,DEV-16081,8210176166,VERIFIED,0
W00268,Ibrahim Ogunleye,Engineer,HYBRID,320000,17309.84,5037.33,9652.83,22,15,7,0.682,23.39,0.124,0,1,0.307,0.141,0.83,0.1,15.103,DEV-16828,8746784894,VERIFIED,0
W00328,Ngozi Okonkwo,Customer Support,REMOTE,180000,658.34,249.77,171.89,22,8,14,0.364,4.18,0.951,3,1,0.726,0.335,0.652,0.006,145.629,DEV-99469,3329043023,FLAGGED,1
W00201,Ibrahim Nwosu,Cleaner,ONSITE,90000,2833.0,1387.52,9.48,22,11,11,0.5,8.836,0.658,3,2,0.737,0.26,0.25,0.047,20.0,DEV-11885,3083779011,SUSPICIOUS,0
W00447,Kemi Okafor,Accountant,HYBRID,280000,20841.72,5557.04,6641.24,22,18,4,0.818,15.726,0.324,0,1,0.581,0.167,0.751,0.118,24.451,DEV-68523,8756728369,VERIFIED,0
W00028,Ibrahim Eze,HR Officer,HYBRID,250000,3213.09,1164.36,622.55,22,19,3,0.864,10.836,0.068,0,0,0.478,0.16,0.865,0.02,3.691,DEV-48312,2458983597,VERIFIED,0
W00425,Chukwuemeka Nwosu,Accountant,HYBRID,280000,14739.56,3509.52,5830.92,22,18,4,0.818,24.203,0.185,2,0,0.458,0.0,1.0,0.086,22.391,DEV-18572,3029385590,VERIFIED,0
W00231,Amina Okafor,Customer Support,REMOTE,180000,8733.19,2214.35,7052.46,22,18,4,0.818,22.886,0.019,0,0,0.29,0.235,0.796,0.1,26.099,DEV-69991,8671898292,VERIFIED,0
W00261,Ifeoma Adebayo,Engineer,HYBRID,320000,28469.76,16368.53,9561.71,22,14,8,0.636,20.022,0.059,0,0,0.05,0.137,0.864,0.17,32.342,DEV-92372,1644154024,VERIFIED,0
W00289,Efe Usman,Customer Support,REMOTE,180000,5929.11,2893.57,2517.32,22,15,7,0.682,11.301,0.174,1,0,0.394,0.163,0.95,0.063,2.51,DEV-67625,3376609776,VERIFIED,0
W00163,Ibrahim Nwosu,Accountant,HYBRID,280000,25703.98,8414.97,4801.05,22,16,6,0.727,22.619,0.212,1,0,0.05,0.24,0.652,0.139,28.628,DEV-49514,5220852437,VERIFIED,0
W00426,Tunde Abubakar,Engineer,HYBRID,320000,4203.24,735.09,1461.67,22,18,4,0.818,30.0,0.097,1,0,0.199,0.111,0.874,0.02,13.104,DEV-50832,0217677048,VERIFIED,0
W00139,Amina Nwosu,Customer Support,REMOTE,180000,14787.57,3632.56,5699.87,22,12,10,0.545,22.466,0.0,1,0,0.363,0.133,1.0,0.134,23.091,DEV-42092,0361164766,VERIFIED,0
W00063,Ifeoma Okafor,Operations Manager,ONSITE,450000,5020.88,2075.66,3703.46,22,15,7,0.682,26.141,0.329,1,0,0.082,0.12,0.676,0.024,23.138,DEV-70896,5380674568,VERIFIED,0
W00136,Amina Okonkwo,Engineer,HYBRID,320000,18961.04,9212.35,626.61,22,17,5,0.773,19.979,0.11,0,1,0.609,0.377,0.628,0.09,19.556,DEV-71733,9239268285,VERIFIED,0
W00129,Ibrahim Ogunleye,HR Officer,HYBRID,250000,16453.48,8436.34,7360.18,22,13,9,0.591,18.637,0.0,0,0,0.195,0.0,0.853,0.129,38.3,DEV-38262,5999182392,VERIFIED,0
W00477,Ibrahim Etuk,Accountant,HYBRID,280000,26968.7,5720.2,11551.1,22,14,8,0.636,13.783,0.0,0,0,0.499,0.0,0.979,0.158,44.116,DEV-35643,2944065112,VERIFIED,0
W00009,Ifeoma Okonkwo,IT Admin,HYBRID,300000,29208.19,7579.06,5512.75,22,15,7,0.682,13.162,0.065,2,1,0.452,0.29,0.862,0.141,10.493,DEV-99469,0975164570,VERIFIED,0
